Date,Account,Sentiment,Total PnL,Avg PnL,Avg Normalized PnL,Win Rate,Avg Trade Size
2024-01-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-1925.519024,-275.0741462857143,-0.005690485972330558,0.0,28583.181428571428
2024-01-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,0.0,0.0,0.0,10001.248
2024-01-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,939.6285419999999,313.20951399999996,0.031249325466525302,1.0,17648.416666666668
2024-01-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,813.2741110000001,15.344794547169812,0.0005870301233040645,0.20754716981132076,15110.019433962265
2024-01-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,68.93319,1.4985476086956522,-6.177103063887975e-05,0.06521739130434782,9231.120217391304
2024-01-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Fear,-0.20400000000000001,-0.02266666666666667,-0.0001621950695351086,0.1111111111111111,169.64555555555555
2024-01-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,-385.215235,-9.877313717948718,-0.0008422823742678054,0.1282051282051282,10946.209230769231
2024-01-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,-146.57487000000003,-1.3827817924528305,0.0008378996098864148,0.14150943396226415,10095.193490566038
2024-01-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,266.58114600000005,24.234649636363642,0.002020820193068583,0.2727272727272727,9375.43090909091
2024-01-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1166.248788,24.296849750000003,0.013145644586193784,0.2916666666666667,1125.4704166666668
2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,209.39217099999996,5.659247864864864,-0.0018257206501659676,0.24324324324324326,7671.794864864864
2024-01-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,-369.2447299999998,-8.20543844444444,0.016328122397430485,0.24444444444444444,9211.531777777778
2024-01-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,-2808.353815,-41.29932080882353,-0.004862510070537257,0.14705882352941177,14192.42044117647
2024-01-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,-3093.6293849999997,-515.6048975,-0.04647121387172596,0.0,11094.355000000001
2024-01-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Fear,90.2,45.1,0.009651187671805866,0.5,4627.9
2024-01-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,0.0,0.0,0.0,0.0,839.1366666666667
2024-01-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1.71544,0.85772,0.00082848283975651,0.5,1034.4299999999998
2024-01-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,484.847102,6.733987527777778,0.017142477385194893,0.6111111111111112,5724.157222222222
2024-01-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-173.65419100000003,-3.5439630816326537,-0.0014862701215722536,0.10204081632653061,8183.905714285715
2024-01-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-799.840817,-0.93113017112922,0.0005236482661759739,0.2689173457508731,7340.683504074505
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,334.69666666666666
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,456.423473,10.867225547619048,0.022223143927086388,0.30952380952380953,11292.343571428572
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,223.30918699999998,3.9876640535714283,4.502731388078438e-05,0.10714285714285714,10782.5
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,47.62389499999999,1.360682714285714,-0.0110977918456015,0.2571428571428571,5805.358
2024-02-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-33.45419400000003,-0.4646415833333337,-0.0006308077550749229,0.19444444444444445,10697.198055555556
2024-02-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-215.615907,-0.19817638511029412,-0.00013064640093105785,0.1645220588235294,7396.280707720588
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,241.24212,16.082808,0.018161078819056316,0.13333333333333333,450.582
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,770.756024,77.07560240000001,0.02187678715372493,0.4,2605.112
2024-02-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,983.443176,28.924799294117648,0.022215468713880176,0.20588235294117646,6244.465294117647
2024-02-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,913.8817869999998,57.11761168749999,-0.004654407799524162,0.375,14202.981249999999
2024-02-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,559.44389,39.960277857142856,0.28176495640939253,1.0,142.85642857142858
2024-02-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3639.3031690000003,41.355717829545455,0.02906892496088185,0.8977272727272727,2478.8488636363636
2024-02-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,191.29666400000002,8.317246260869567,0.015501964991331817,0.17391304347826086,4465.268695652174
2024-02-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1024.70728,19.705909230769233,0.026315636580087138,0.9423076923076923,1469.9592307692308
2024-02-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,816.0903969999999,74.19003609090909,0.056198500373957835,0.7272727272727273,9886.378181818181
2024-02-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,5491.768834,32.30452255294118,0.015472680671707555,0.8588235294117647,2730.2580588235296
2024-02-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,8396.053333333333
2024-02-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1670.012358,26.09394309375,0.012492872516506905,0.84375,3161.86234375
2024-02-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,259.62944200000004,8.654314733333335,-0.0022529727501711372,0.23333333333333334,6791.962666666667
2024-02-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,477.6248299999999,4.923967319587628,0.015855768493618434,0.6288659793814433,1619.0532989690723
2024-02-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,4325.827543,45.535026768421055,0.029232444304068367,0.8,2488.1485263157892
2024-02-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-8.05898,-1.3431633333333333,-4.9590751515211834e-05,0.16666666666666666,8333.848333333333
2024-02-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3053.31353,87.23752942857142,0.03871661053522943,0.7714285714285715,3363.1262857142856
2024-02-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,210.315294,52.5788235,0.12601436311402925,1.0,427.575
2024-02-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1858.7985700000002,88.51421761904763,0.025972228720498543,0.7142857142857143,4668.662857142857
2024-02-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,10005.6
2024-02-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3894.1050699999996,45.2802915116279,0.010978449674929868,0.46511627906976744,4279.456162790698
2024-02-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,2500.32
2024-02-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1418.55293,9.91995055944056,0.02383414402773109,0.958041958041958,776.966013986014
2024-02-25,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,-30.7705,-6.1541,-0.00545708845041004,0.0,896.0260000000001
2024-02-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,4416.8473,119.37425135135136,0.04206502394190887,0.918918918918919,5180.734324324325
2024-02-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,249.98499999999999
2024-02-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,312.130593,5.675101690909091,-0.011962550402420878,0.34545454545454546,3759.7450909090912
2024-02-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,576.38114,72.0476425,0.34112523468019773,0.875,322.04
2024-02-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2503.747235,55.63882744444444,0.024770162426356768,0.8666666666666667,3802.380666666667
2024-02-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,8493.192736,77.91919941284405,0.03839203100698718,0.8899082568807339,3402.198532110092
2024-02-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,1320.804256,188.68632228571428,0.06243468720187577,0.42857142857142855,3546.727142857143
2024-03-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,8244.241409,60.176944591240876,0.032565631756907826,0.9343065693430657,3452.370072992701
2024-03-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1674.715167,69.779798625,0.04614725300972757,0.875,2510.5745833333335
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-1443.814567,-206.25922385714284,-0.4877609194073509,0.0,420.5385714285714
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,8361.086245,105.83653474683545,0.030771225302216716,0.6835443037974683,4946.1478481012655
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,26773.771643,93.28840293728223,0.032686441230675815,0.8815331010452961,5485.087665505226
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,1026.004099,78.92339223076922,0.21063444884415455,1.0,290.5161538461538
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,19791.026041,109.95014467222222,0.03979715691676555,0.9055555555555556,4676.724
2024-03-06,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,6814.825139,83.10762364634145,0.03798763756126739,0.8780487804878049,3990.4636585365856
2024-03-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,4271.886236,63.7594960597015,0.046710131805096214,0.8805970149253731,2740.047462686567
2024-03-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,9949.501624,85.03847541880343,0.024770724946226168,0.8290598290598291,5625.459401709401
2024-03-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2482.9272,59.117314285714286,0.027981615026352626,0.6904761904761905,5237.472619047619
2024-03-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3588.179495,85.43284511904761,0.041484911568045055,0.9285714285714286,4202.844047619047
2024-03-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3039.166,379.89575,0.05013689433496278,0.875,12880.10625
2024-03-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,857.2571428571428
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,65.480454,65.480454,0.010794169406820295,1.0,6066.28
2024-03-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3400.385378,200.02266929411763,0.029774388969237644,0.8823529411764706,11756.876470588235
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,338.42832,42.30354,0.004090559140949012,0.125,3292.47625
2024-03-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,5509.2545,157.40727142857142,0.04054560910788177,0.9142857142857143,7132.707714285714
2024-03-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,388.830831,20.46478057894737,0.026236972532858414,0.42105263157894735,3995.254210526316
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,228.57984,38.09664,0.006121633607017258,0.16666666666666666,4537.276666666667
2024-03-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,5000.0
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,429.683075,30.691648214285713,0.0022623212064704764,0.2857142857142857,6218.810714285714
2024-03-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,73.61088,10.515839999999999,0.025925681640351313,0.8571428571428571,705.8557142857143
2024-03-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,3751.305
2024-03-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,2833.491666666667
2024-03-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1244.6384,207.43973333333335,0.03943768186964121,0.8333333333333334,8540.285
2024-03-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,212.3193,212.3193,0.040717330804335365,1.0,5214.47
2024-03-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,2266.8775
2024-03-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,842.799493,84.2799493,0.011863909723304325,0.5,18098.891
2024-03-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-174.00152,-17.400152,-0.0035410601361716906,0.0,2982.842
2024-03-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2593.147623,43.95165462711864,0.03228569298746522,0.9491525423728814,2446.8210169491526
2024-03-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,3829.986976,382.9986976,0.029135158512943786,0.4,7134.341
2024-03-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,9744.18
2024-03-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2097.182,91.18182608695652,0.04187388405154785,0.9565217391304348,4256.877391304348
2024-03-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,238.326075,59.58151875,0.01136886992318502,0.25,2560.8025000000002
2024-03-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1297.018477,68.26413036842105,0.02385218089725195,0.7894736842105263,4873.274210526315
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1302.916428,186.13091828571427,0.02064302445307012,0.8571428571428571,8159.4742857142855
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,20.599193,2.942741857142857,0.0004920940088445501,0.14285714285714285,3426.62
2024-03-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3195.3074,28.786553153153154,0.03679729000720613,0.9819819819819819,1572.7824324324324
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,189.192,7.0071111111111115,0.0027520623585949302,0.4444444444444444,3224.6703703703706
2024-03-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,-38.78086,-3.525532727272727,-0.002332764681870845,0.0,1163.5172727272727
2024-03-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,6671.296666666666
2024-03-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,227.85100799999998,22.7851008,0.027203973889288857,0.9,1530.983
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,883.097404,58.873160266666666,0.006044102510256832,0.4,5794.291333333333
2024-03-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1100.57514,24.45722533333333,0.02105387077612694,0.9777777777777777,2246.753777777778
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,912.786145,70.21431884615384,0.022719570978424013,0.7692307692307693,3070.2276923076925
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.840939,0.028997896551724137,3.2225113901208166e-06,0.06896551724137931,4654.808275862069
2024-04-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2507.122467,52.2317180625,0.026583650489521354,0.8333333333333334,4260.021458333334
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,883.760812,23.88542735135135,0.0033850475177760464,0.32432432432432434,6072.016756756757
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,3749.9725
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,126.7884,63.3942,0.018074671755577667,0.5,3443.955
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,4999.83
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,2999.6165625
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,4444.4983010000005,444.44983010000004,0.020161382218147623,0.7,17253.157
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,5296.433789,64.59065596341463,0.022343203968058008,0.9146341463414634,3723.111585365854
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,965.5522159999999,120.69402699999999,0.030131802416825886,1.0,3245.635
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,236.33513399999998,14.770945874999999,0.0032468692460136525,0.25,4263.979375
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,2173.397391304348
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,5827.370357142857
2024-04-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1218.4267,609.21335,0.02562096894826709,0.5,24387.135
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,19021.280000000002
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,5207.443414,127.01081497560976,0.01394947184888939,0.8780487804878049,8578.926097560974
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,389.743164,24.35894775,0.00199715548623283,0.125,4775.06
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,7138.52761904762
2024-04-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2237.798674,24.062351333333336,0.026526552173002073,0.7634408602150538,2815.611935483871
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-2830.444513,-188.69630086666666,-0.09331537717671008,0.0,2021.84
2024-04-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,8677.150000000001
2024-04-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,6621.451755,93.25988387323943,0.042083278230785524,0.8591549295774648,4651.021830985916
2024-04-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,-36565.98544,-571.3435225,-0.07064963549728778,0.046875,9199.4678125
2024-04-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,461.97292000000004,10.743556279069768,0.016458725885442536,0.6976744186046512,1637.1216279069768
2024-04-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,16671.31666666667
2024-04-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3774.08872,99.31812421052632,0.02919572449777087,0.9210526315789473,6344.664210526315
2024-04-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2467.702221,53.64570045652174,0.026975140871065558,0.9347826086956522,3952.523695652174
2024-04-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2441.4683999999997,174.39059999999998,0.04796415761290741,0.9285714285714286,6968.785000000001
2024-04-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1946.4454620000001,55.61272748571429,0.0051571634936108555,0.7714285714285715,9635.940571428573
2024-04-20,0x430f09841d65beb3f27765503d0f850b8bce7713,Greed,0.0,0.0,0.0,0.0,2436.6825
2024-04-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,5999.795
2024-04-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,5332.623333333333
2024-04-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,759.2148159999999,14.059533629629628,0.006644171445907787,0.5740740740740741,3567.7494444444446
2024-04-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,360.32138,30.026781666666665,0.024579940947653436,0.3333333333333333,3366.369166666667
2024-04-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,279.185907,13.95929535,0.0028631506045520482,0.3,7063.762
2024-04-25,0x430f09841d65beb3f27765503d0f850b8bce7713,Greed,0.0,0.0,0.0,0.0,753.8510294117647
2024-04-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,11496.523333333333
2024-04-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,1662.7633333333335
2024-04-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,4281.488139,158.57363477777778,0.022116314921361836,0.7037037037037037,5713.498888888889
2024-04-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,3374.92625
2024-04-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,339.7238
2024-04-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,526.9338359999999,16.99786567741935,0.004858844292057878,0.5483870967741935,3370.167419354839
2024-04-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,0.0,0.0,0.0,301.70142857142855
2024-04-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,0.0,0.0,0.0,5209.114583333333
2024-05-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,0.0,0.0,0.0,0.0,6216.103571428571
2024-05-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,5319.861625,231.2983315217391,0.014967920416821618,0.6956521739130435,12059.708260869564
